period prob
1240 0.047748407109322606
1250 0.04536165540540541
1260 0.04464294309781674
1270 0.04326616957104558
1280 0.036998495486459386
1290 0.03574050850369352
1300 0.03143106680299932
1310 0.03049874979163194
1320 0.02912336225965629
1330 0.02912336225965629
1340 0.02912336225965629
1350 0.02830145152928979
1360 0.02568519476042744
1370 0.025147560100466454
1380 0.024587398021176883
1390 0.023952038369304554
1400 0.02221988155668359
1410 0.02220958030812821
1420 0.021527205629934775
1430 0.01856130493123113
1440 0.01856130493123113
1450 0.016584385267162376
1460 0.015882669537136705
1470 0.015882669537136705
1480 0.015718739084876004
1490 0.015010172939979652
1500 0.015010172939979652
1510 0.013931546113640196
1520 0.01531752282083408
1530 0.01373741379310345
1540 0.01373741379310345
1550 0.013359916419989553
1560 0.013088251267197683
1570 0.013088251267197683
1580 0.013088251267197683
1590 0.012044897959183674
1600 0.01181633008356546
1610 0.01181633008356546
1620 0.011335804895479721
1630 0.011335804895479721
1640 0.011335804895479721
1650 0.010773817802503477
1660 0.010564439140811456
1670 0.009341803559206023
1680 0.00845710191653233
1690 0.00845710191653233
1700 0.007026190476190477
1710 0.007026190476190477
1720 0.007026190476190477
1730 0.006338285305172723
1740 0.006338285305172723
1750 0.006870164756446992
1760 0.006338285305172723
1770 0.00602458725368365
1780 0.006205247760102395
1790 0.00602458725368365
1800 0.00602458725368365
1810 0.00602458725368365
1820 0.005592866988283942
1830 0.005182648401826484
1840 0.00492784320618738
1850 0.004764800861141012
1860 0.004764800861141012
1870 0.004764800861141012
1880 0.005337312353047567
1890 0.005337312353047567
1900 0.005337312353047567
1910 0.004946973707428975
1920 0.004254460263110471
1930 0.004068474264705882
1940 0.003880706368589142
1950 0.004254460263110471
1960 0.003880706368589142
1970 0.003880706368589142
1980 0.003775036549707602
1990 0.003634925146863749
2000 0.003393754423213022
2010 0.003155229393468118
2020 0.0028549692172383464
2030 0.0028549692172383464
2040 0.002711817680573424
2050 0.002711817680573424
2060 0.0035002737226277375
2070 0.0035002737226277375
2080 0.0029520734812659146
2090 0.0029520734812659146
2100 0.002124932493249325
2110 0.0019222966685278244
2120 0.002124932493249325
2130 0.002124932493249325
2140 0.0030751231527093594
2150 0.0030751231527093594
2160 0.0030751231527093594
2170 0.002473365617433414
2180 0.0021948679806619562
2190 0.0019695842868039663
2200 0.0019695842868039663
2210 0.0020161038454030843
2220 0.0020161038454030843
2230 0.0022836138518088603
2240 0.002473365617433414
2250 0.002473365617433414
2260 0.002473365617433414
2270 0.002473365617433414
2280 0.00223011524655205
2290 0.0019954598145285937
2300 0.0014267066331463934
2310 0.0013771700578682098
2320 0.0013771700578682098
2330 0.0014267066331463934
2340 0.001793920972644377
2350 0.001793920972644377
2360 0.001793920972644377
2370 0.0016333948339483395
2380 0.0014580039525691698
2390 0.0014580039525691698
2400 0.0014106118546845124
2410 0.0014106118546845124
2420 0.0017852389594676349
2430 0.0017852389594676349
2440 0.0016538389688025407
2450 0.0016538389688025407
2460 0.0016538389688025407
2470 0.0016538389688025407
2480 0.0016538389688025407
2490 0.0014588688946015425
2500 0.0017369040612124783
2510 0.0017369040612124783
2520 0.0014502653823471594
2530 0.0014502653823471594
2540 0.0011771041084962107
2550 0.0011771041084962107
2560 0.000882476076555024
2570 0.0011771041084962107
2580 0.0011771041084962107
2590 0.000882476076555024
2600 0.000882476076555024
2610 0.0008760142489610134
2620 0.0008760142489610134
2630 0.0008947847180109158
2640 0.0008947847180109158
2650 0.0008853000000000001
2660 0.0008853000000000001
2670 0.0008853000000000001
2680 0.0008853000000000001
2690 0.000572676111003299
2700 0.0003053600993377484
2710 0.0008995122942491364
2720 0.0008995122942491364
2730 0.00031353591160220994
2740 0.0011889605157131347
2750 0.0011889605157131347
2760 0.0009057704112952733
2770 0.0009057704112952733
2780 0.0011889605157131347
2790 0.0009057704112952733
2800 0.0009446222791293215
2810 0.0009446222791293215
2820 0.0006132585203657523
2830 0.0006132585203657523
2840 0.0009446222791293215
2850 0.0012367979882648786
2860 0.0012367979882648786
2870 0.0012714347264110297
2880 0.0012367979882648786
2890 0.00030167654876303416
2900 0.0
2910 0.00030167654876303416
2920 0.00030167654876303416
2930 0.000301985264019648
2940 0.00031420357751277684
2950 0.0006151761517615176
2960 0.00031420357751277684
2970 0.0006233629066328686
2980 0.0006196976060478791
2990 0.0006196976060478791
3000 0.0
